Code,Name,City,Country
AYK,Arkalyk,Arkalyk,KAZAKHSTAN
AYL,Anthony Lagoon,Anthony Lagoon,AUSTRALIA
AYN,Anyang,Anyang,CHINA
AYO,Ayolas,Ayolas,PARAGUAY
AYP,Yanamilla,Ayacucho,PERU
AYQ,Connellan,Ayers Rock,AUSTRALIA
AYR,Ayr,Ayr,AUSTRALIA
AYS,Ware County,Waycross,UNITED STATES
AYT,Antalya,Antalya,TURKEY
AYU,Aiyura,Aiyura,PAPUA NEW GUINEA
AYW,Ayawasi,Ayawasi,INDONESIA
AYZ,Zahns,Amityville,UNITED STATES
AZA,Phoenix-Mesa,Mesa,UNITED STATES
AZB,Amazon Bay,Amazon Bay,PAPUA NEW GUINEA
AZD,Yazd,Yazd,IRAN (ISLAMIC REPUBLIC OF)
AZG,Apatzingan,Apatzingan,MEXICO
AZI,Bateen,Abu Dhabi,UNITED ARAB EMIRATES
AZN,Andizhan,Andizhan,UZBEKISTAN
AZO,Battle Creek Intl,Kalamazoo,UNITED STATES
AZP,Atizapan,Mexico City,MEXICO
AZR,Adrar,Adrar,ALGERIA
AZT,Zapatoca,Zapatoca,COLOMBIA
AZZ,Ambriz,Ambriz,ANGOLA
B17,Bedford County,Bedford County,UNITED STATES
BAA,Bialla,Bialla,PAPUA NEW GUINEA
BAB,Beale AFB,Marysville,UNITED STATES
BAC,Barranca De Upia,Barranca De Upia,COLOMBIA
BAD,Barksdale AFB,Shreveport,UNITED STATES
BAE,Barcelonnette,Barcelonnette,FRANCE
BAF,"Barnes Municipal Airport, Westfield-Barnes Airport",Westfield,UNITED STATES
BAG,Loakan,Baguio,PHILIPPINES
BAH,Bahrain International,Bahrain,BAHRAIN
BAI,Buenos Aires,Buenos Aires,COSTA RICA
BAJ,Bali,Bali,PAPUA NEW GUINEA
BAK,Baku,Baku,AZERBAIJAN
BAL,Batman,Batman,TURKEY
BAM,Lander County,Battle Mountain,UNITED STATES
BAN,Basongo,Basongo,CONGO
BAO,Udorn,Ban Mak Khaen,THAILAND
BAP,Baibara,Baibara,PAPUA NEW GUINEA
BAQ,E Cortissoz,Barranquilla,COLOMBIA
BAR,Baker AAF,Baker Island,UNITED STATES
BAS,Balalae,Balalae,SOLOMON ISLANDS
BAT,Barretos,Barretos,BRAZIL
BAU,Bauru,Bauru,BRAZIL
BAV,Baotou,Baotou,CHINA
BAW,Biawonque,Biawonque,GABON
BAX,Barnaul,Barnaul,RUSSIAN FEDERATION
BAY,Baia Mare,Baia Mare,ROMANIA
BAZ,Barbelos,Barbelos,BRAZIL
BBA,Teniente Vidal,Balmaceda,CHILE
BBB,Benson Municipal Airport,Benson,UNITED STATES
BBC,Bay City,Bay City,UNITED STATES
BBD,Curtis Field,Brady,UNITED STATES
BBE,Big Bell,Big Bell,AUSTRALIA
BBF,Burlington Municipal Airport,Burlington,UNITED STATES
BBG,Butaritari,Butaritari,KIRIBATI
BBH,Barth,Barth,GERMANY
BBI,Bhubaneswar,Bhubaneswar,INDIA
BBJ,Bitburg Air Base,Bitburg,GERMANY
BBK,Kasane,Kasane,BOTSWANA
BBL,Babolsar,Babolsar,IRAN (ISLAMIC REPUBLIC OF)
BBM,Battambang,Battambang,CAMBODIA
BBN,Bario,Bario,MALAYSIA
BBO,Berbera,Berbera,SOMALIA
BBP,Bembridge,Bembridge,UNITED KINGDOM
BBQ,Barbuda,Barbuda,ANTIGUA AND BARBUDA
BBR,Baillif,Basse Terre,GUADELOUPE
BBS,Blackbush,Blackbush,UNITED KINGDOM
BBT,Berberati,Berberati,CENTRAL AFRICAN REPUBLIC
BBU,Baneasa,Bucharest,ROMANIA
BBV,Bereby,Bereby,COTE D'IVOIRE
BBW,Broken Bow,Broken Bow,UNITED STATES
BBX,Wings Field,Blue Bell,UNITED STATES
BBY,Bambari,Bambari,CENTRAL AFRICAN REPUBLIC
BBZ,Zambezi,Zambezi,ZAMBIA
BCA,Baracoa,Baracoa,CUBA
BCB,Virginia Tech Airport,Blacksburg,UNITED STATES
BCC,Bear Creek,Bear Creek,UNITED STATES
BCD,Bacolod,Bacolod,PHILIPPINES
BCE,Bryce,Bryce,UNITED STATES
BCF,Bouca,Bouca,CENTRAL AFRICAN REPUBLIC
BCG,Bemichi,Bemichi,GUYANA
BCH,English Madeira,Baucau,INDONESIA
BCI,Barcaldine,Barcaldine,AUSTRALIA
BCJ,Baca Grande,Baca Grande,UNITED STATES
BCK,Bolwarra,Bolwarra,AUSTRALIA
BCL,Barra Colorado,Barra Colorado,COSTA RICA
BCM,Bacau,Bacau,ROMANIA
BCN,Barcelona,Barcelona,SPAIN
BCO,Jinka,Jinka,ETHIOPIA
BCP,Bambu,Bambu,PAPUA NEW GUINEA
BCQ,Brack,Brack,LIBYAN ARAB JAMAHIRIYA
BCR,Boca Do Acre,Boca Do Acre,BRAZIL
BCS,Southern Seaplane,Belle Chasse,UNITED STATES
BCT,Boca Raton,Boca Raton,UNITED STATES
BCU,Bauchi,Bauchi,NIGERIA
BCV,Aeroporto De Bacacheri,Aeroporto De Bacacheri,BRAZIL
BCW,Benguera Island,Benguera Island,MOZAMBIQUE
BCX,Beloreck,Beloreck,RUSSIAN FEDERATION
BCY,Bulchi,Bulchi,ETHIOPIA
BCZ,Bickerton Island,Bickerton Island,AUSTRALIA
BDA,Bermuda International,Hamilton,BERMUDA
BDB,Bundaberg,Bundaberg,AUSTRALIA
BDC,Barra Do Corda,Barra Do Corda,BRAZIL
BDD,Badu Island,Badu Island,AUSTRALIA
BDE,Baudette International,Baudette,UNITED STATES
BDF,Rinkenberger,Bradford,UNITED STATES
BDG,Blanding,Blanding,UNITED STATES
BDH,Bandar Lengeh,Bandar Lengeh,IRAN (ISLAMIC REPUBLIC OF)
BDI,Bird Island,Bird Island,SEYCHELLES
BDJ,Sjamsudin Noor,Banjarmasin,INDONESIA
BDK,Bondoukou,Bondoukou,COTE D'IVOIRE
BDL,Bradley International,Windsor Locks,UNITED STATES
BDM,Bandirma,Bandirma,TURKEY
BDN,Talhar,Badin,PAKISTAN
BDO,Husein Sastranegara,Bandung,INDONESIA
BDP,Bhadrapur,Bhadrapur,NEPAL
BDQ,Vadodara,Vadodara,INDIA
BDR,Igor I. Sikorsky Mem,Bridgeport,UNITED STATES
BDS,Papola Casale,Brindisi,ITALY
BDT,Gbadolite,Gbadolite,ZAIRE
BDU,Bardufoss,Bardufoss,NORWAY
BDV,Moba,Moba,CONGO
BDW,Bedford Downs,Bedford Downs,AUSTRALIA
BDX,Broadus,Broadus,UNITED STATES
BDY,State,Bandon,UNITED STATES
BDZ,Baindoung,Baindoung,PAPUA NEW GUINEA
BEA,Bereina,Bereina,PAPUA NEW GUINEA
BEB,Benbecula,Benbecula,UNITED KINGDOM
BEC,Beech,Wichita,UNITED STATES
BED,Laurence G Hanscom Field,Bedford,UNITED STATES
BEE,Beagle Bay,Beagle Bay,AUSTRALIA
BEF,Bluefields,Bluefields,NICARAGUA
BEG,Belgrade,Belgrade,YUGOSLAVIA
BEH,Ross/Twin Cities,Benton Harbor,UNITED STATES
BEI,Beica,Beica,ETHIOPIA
BEJ,Berau,Berau,INDONESIA
BEK,Bareli,Bareli,INDIA
BEL,Val De Cans,Belem,BRAZIL
BEM,Bossembele,Bossembele,CENTRAL AFRICAN REPUBLIC
BEN,Benina Intl,Benghazi,LIBYAN ARAB JAMAHIRIYA
BEO,Belmont,Newcastle,AUSTRALIA
BEP,Bellary,Bellary,INDIA
BEQ,Honington,Bury St Edmunds,UNITED KINGDOM
BER,Berlin Metropolitan Area,Berlin,GERMANY
BES,Guipavas,Brest,FRANCE
BET,Bethel Airport,Bethel,UNITED STATES
BEU,Bedourie,Bedourie,AUSTRALIA
BEV,Beer Sheba,Beer Sheba,ISRAEL
BEW,Beira,Beira,MOZAMBIQUE
BEX,RAF Station,Benson,UNITED KINGDOM
BEY,Beirut International,Beirut,LEBANON
BEZ,Beru,Beru,KIRIBATI
BFB,Blue Fox Bay,Blue Fox Bay,UNITED STATES
BFC,Bloomfield,Bloomfield,AUSTRALIA
BFD,Bradford,Bradford,UNITED STATES
BFE,Bielefeld,Bielefeld,GERMANY
BFF,Scotts Bluff County,Scottsbluff,UNITED STATES
BFG,Bullfrog Basin,Bullfrog Basin,UNITED STATES
BFH,Bacacheri,Curitiba.,BRAZIL
BFI,Boeing Fld Intl,Seattle,UNITED STATES
BFJ,Ba,Ba,FIJI
BFK,Buckley ANGB,Denver,UNITED STATES
BFL,Meadows Field,Bakersfield,UNITED STATES
BFM,Brookley,Mobile,UNITED STATES
BFN,Bloemfontein Int'l,Bloemfontein,SOUTH AFRICA
BFO,Buffalo Range,Buffalo Range,ZIMBABWE
BFP,Beaver Falls,Beaver Falls,UNITED STATES
BFQ,Bahia Pinas,Bahia Pinas,PANAMA
BFR,Virgil I Grissom Muni,Bedford,UNITED STATES
BFS,Belfast Intl Arpt,Belfast,UNITED KINGDOM
BFT,County,Beaufort,UNITED STATES
BFU,Bengbu,Bengbu,CHINA
BFV,Buri Ram,Buri Ram,THAILAND
BFX,Bafoussam,Bafoussam,CAMEROON
BGA,Palo Negro,Bucaramanga,COLOMBIA
BGB,Booue,Booue,GABON
BGC,Braganca,Braganca,PORTUGAL
BGD,Borger,Hutchinson,UNITED STATES
BGE,Decatur County,Bainbridge,UNITED STATES
BGF,Bangui,Bangui,CENTRAL AFRICAN REPUBLIC
BGG,Bongouanou,Bongouanou,COTE D'IVOIRE
BGH,Abbaye,Boghe,MAURITANIA
BGI,Grantley Adams International,Bridgetown,BARBADOS
BGJ,Borgarfjordur Eystri,Borgarfjordur Eystri,ICELAND
BGK,Big Creek,Big Creek,BELIZE
BGL,Baglung,Baglung,NEPAL
BGM,Binghamton,Binghamton,UNITED STATES
BGN,R.A.F,Brueggen,GERMANY
BGO,Flesland,Bergen,NORWAY
BGP,Bongo,Bongo,GABON
BGQ,Big Lake,Big Lake,UNITED STATES
BGR,Bangor International,Bangor,UNITED STATES
BGS,Webb AFB,Big Spring,UNITED STATES
BGT,Bagdad,Bagdad,UNITED STATES
BGU,Bangassou,Bangassou,CENTRAL AFRICAN REPUBLIC
BGV,Bento Goncalves,Bento Goncalves,BRAZIL
BGW,Al Muthana,Baghdad,IRAQ
BGX,Bage,Bage,BRAZIL
BGY,Orio Al Serio,Milan,ITALY
BGZ,Braga,Braga,PORTUGAL
BHA,Bahia De Caraquez,Bahia De Caraquez,AUSTRALIA
BHB,Hancock County-Bar Harbor,Bar Harbor,UNITED STATES
BHC,Bhurban Heliport,Bhurban,UNITED STATES
BHD,Belfast City Airport,Belfast,IRELAND
BHE,Blenheim,Blenheim,NEW ZEALAND
BHF,Bahia Cupica,Bahia Cupica,COLOMBIA
BHG,Brus Laguna,Brus Laguna,HONDURAS
BHH,Bisha,Bisha,SAUDI ARABIA
BHI,Comandante,Bahia Blanca,ARGENTINA
BHJ,Rudra Mata,Bhuj,INDIA
BHK,Bukhara,Bukhara,RUSSIAN FEDERATION
BHL,Bahia Angeles,Bahia Angeles,MEXICO
BHM,Birmingham,Birmingham,UNITED STATES
BHN,Beihan,Beihan,YEMEN
BHO,Bhopal,Bhopal,INDIA
BHP,Bhojpur,Bhojpur,NEPAL
BHQ,Broken Hill,Broken Hill,AUSTRALIA
BHR,Bharatpur,Bharatpur,NEPAL
BHS,Raglan,Bathurst,AUSTRALIA
BHT,Brighton Downs,Brighton Downs,AUSTRALIA
BHU,Bhavnagar,Bhavnagar,INDIA
BHV,Bahawalpur,Bahawalpur,PAKISTAN
BHW,Bhagatanwala Apt,Sargodha,PAKISTAN
BHX,Birmingham International,Birmingham,UNITED KINGDOM
BHY,Beihai,Beihai,CHINA
BHZ,Belo Horizonte Confins,Belo Horizonte,BRAZIL
BIA,Poretta,Bastia,FRANCE
BIB,Baidoa,Baidoa,SOMALIA
BIC,Big Creek,Big Creek,UNITED STATES
BID,Block Island,Block Island,UNITED STATES
BIE,Beatrice,Beatrice,UNITED STATES
BIF,Biggs AAF,El Paso,UNITED STATES
BIG,Intermediate Field,Big Delta,UNITED STATES
BIH,Bishop,Bishop,UNITED STATES
BII,Bikini Atoll,Bikini Atoll,MARSHALL ISLANDS
BIJ,Biliau,Biliau,PAPUA NEW GUINEA
BIK,Mokmer,Biak,INDONESIA
BIL,Billings,Billings,UNITED STATES
BIM,Bimini Metropolitan Area,Bimini,BAHAMAS
BIN,Bamiyan,Bamiyan,AFGHANISTAN
BIO,Bilbao,Bilbao,SPAIN
BIP,Bulimba,Bulimba,AUSTRALIA
BIQ,Biarritz Parme,Biarritz,FRANCE
BIR,Biratnagar,Biratnagar,NEPAL
BIS,Bismarck,Bismarck,UNITED STATES
BIT,Baitadi,Baitadi,NEPAL
BIU,Bildudalur,Bildudalur,ICELAND
BIV,Bria,Bria,CENTRAL AFRICAN REPUBLIC
BIW,Billiluna,Billiluna,AUSTRALIA
BIX,Keesler AFB,Biloxi,UNITED STATES
BIY,Bisho,Bisho,SOUTH AFRICA
BIZ,Bimin,Bimin,PAPUA NEW GUINEA
BJA,Bejaia,Bejaia,ALGERIA
BJB,Bojnord,Bojnord,IRAN (ISLAMIC REPUBLIC OF)
BJC,Jeffco-Jefferson County,Denver,UNITED STATES
BJD,Bakkafjordur,Bakkafjordur,ICELAND
BJF,Batsfjord,Batsfjord,NORWAY
BJG,Bolaang,Bolaang,INDONESIA
BJH,Bajhang,Bajhang,NEPAL
BJI,Bemidji,Bemidji,UNITED STATES
BJJ,Wayne County,Wooster,UNITED STATES
BJK,Benjina,Benjina,INDONESIA
BJL,Yundum International,Banjul,GAMBIA
BJM,Bujumbura International,Bujumbura,BURUNDI
BJN,Bajone,Bajone,MOZAMBIQUE
BJO,Bermejo,Bermejo,BOLIVIA
BJP,Braganca Paulista,Braganca Paulista,BRAZIL
BJR,Bahar Dar,Bahar Dar,ETHIOPIA
BJS,Beijing Metropolitan Area,Beijing,CHINA
BJU,Bajura Arpt,Bajura,NEPAL
BJV,Milas Airport,Bodrum,TURKEY
BJW,Bajawa,Bajawa,INDONESIA
BJX,Del Bajio,Leon,MEXICO
BJY,Batajnica,Belgrade,YUGOSLAVIA
BJZ,Talaveral La Real,Badajoz,SPAIN
BKA,Bykovo,Moscow,RUSSIAN FEDERATION
BKB,Bikaner,Bikaner,INDIA
BKC,Buckland,Buckland,UNITED STATES
BKD,Stephens County,Breckenridge,UNITED STATES
BKE,Baker,Baker,UNITED STATES
BKF,Brooks Lake,Brooks Lake,UNITED STATES
BKH,Barking Sands,Kekaha,UNITED STATES
BKI,Kota Kinabalu,Kota Kinabalu,MALAYSIA
BKJ,Boke,Boke,GUINEA
BKK,Bangkok International,Bangkok,THAILAND
BKL,Burke Lakefront,Cleveland,UNITED STATES
BKM,Bakalalan,Bakalalan,MALAYSIA
BKN,Birni Nkoni,Birni Nkoni,NIGER
BKO,Bamako,Bamako,MALI
BKP,Barkly Downs,Barkly Downs,AUSTRALIA
BKQ,Blackall,Blackall,AUSTRALIA
BKR,Bokoro,Bokoro,CHAD
BKS,Padangkemiling,Bengkulu,INDONESIA
BKT,Blackstone Army Airfield/Allan C Perkinson Municipal Airport,Blackstone,UNITED STATES
BKU,Betioky,Betioky,MADAGASCAR
BKV,Hernando County,Brooksville,UNITED STATES
BKW,Beckley,Beckley,UNITED STATES
BKX,Brookings,Brookings,UNITED STATES
BKY,Kamenbe,Bukavu,ZAIRE
BKZ,Bukoba,Bukoba,"TANZANIA, UNITED REPUBLIC OF"
BLA,Gen J A Anzoategui,Barcelona,VENEZUELA
BLB,Balboa,Balboa,PANAMA
BLC,Bali,Bali,CAMEROON
BLD,Boulder City,Boulder City,UNITED STATES
BLE,Dala,Borlange,SWEDEN
BLF,Mercer County,Bluefield,UNITED STATES
BLG,Belaga,Belaga,MALAYSIA
BLH,Blythe,Blythe,UNITED STATES
BLI,Bellingham,Bellingham,UNITED STATES
BLJ,Batna,Batna,ALGERIA
BLK,Blackpool,Blackpool,UNITED KINGDOM
BLL,Billund,Billund,DENMARK
BLM,Allaire,Belmar-Farmingdale,UNITED STATES
BLN,Benalla,Benalla,AUSTRALIA
BLO,Blonduos,Blonduos,ICELAND
BLP,Bellavista,Bellavista,PERU
BLQ,Guglielmo Marconi,Bologna,ITALY
BLR,Hindustan,Bangalore,INDIA
BLS,Bollon,Bollon,AUSTRALIA
BLT,Blackwater,Blackwater,AUSTRALIA
BLU,Blue Canyon,Blue Canyon,UNITED STATES
BLV,Scott AFB,Belleville,UNITED STATES
BLW,Bellows Field,Waimanalo,UNITED STATES
BLX,Belluno,Belluno,ITALY
BLY,Belmullet,Belmullet,IRELAND
BLZ,Chileka,Blantyre,MALAWI
BMA,Bromma,Stockholm,SWEDEN
BMB,Bumba,Bumba,ZAIRE
BMC,Brigham City,Brigham City,UNITED STATES
BMD,Belo,Belo,MADAGASCAR
BME,Broome,Broome,AUSTRALIA
BMF,Bakouma,Bakouma,CENTRAL AFRICAN REPUBLIC
BMG,Bloomington,Bloomington,UNITED STATES
BMH,Bomai,Bomai,PAPUA NEW GUINEA
BMI,Bloomington-Normal,Bloomington-Normal,UNITED STATES
BMJ,Baramita,Baramita,GUYANA
BMK,Borkum,Borkum,GERMANY
BML,Berlin,Berlin,UNITED STATES
BMM,Bitam,Bitam,GABON
BMN,Bamerny,Bamerny,IRAQ
BMO,Bhamo,Bhamo,MYANMAR
BMP,Brampton Island,Brampton Island,AUSTRALIA
BMQ,Bamburi,Bamburi,KENYA
BMR,Baltrum,Baltrum,GERMANY
BMS,Brumado,Brumado,BRAZIL
BMT,Beaumont Municipal Airport,Beaumont,UNITED STATES
BMU,Bima,Bima,INDONESIA
BMV,Phung-Duc,Banmethuot,VIET NAM
BMW,Bordj Badji Mokhtar,Bordj Badji Mokhtar,ALGERIA
BMX,Big Mountain,Big Mountain,UNITED STATES
BMY,Belep Island,Belep Island,NEW CALEDONIA
BMZ,Bamu,Bamu,PAPUA NEW GUINEA
BNA,Nashville Metropolitan,Nashville,UNITED STATES
BNB,Boende,Boende,ZAIRE
BNC,Beni,Beni,ZAIRE
BND,Bandar Abbas,Bandar Abbas,IRAN (ISLAMIC REPUBLIC OF)
BNE,Brisbane International,Brisbane,AUSTRALIA
BNF,Warm Spring Bay SPB,Baranof,UNITED STATES
BNG,Banning Municipal,Banning,UNITED STATES
BNH,Barnes,Hartford,UNITED STATES
BNI,Benin City,Benin City,NIGERIA
BNJ,Bonn - Off-line Point,Cologne,GERMANY
BNK,Ballina,Ballina,AUSTRALIA
BNL,Barnwell County,Barnwell,UNITED STATES
BNM,Bodinumu,Bodinumu,PAPUA NEW GUINEA
BNN,Bronnoy,Bronnoysund,NORWAY
BNO,Burns,Burns,UNITED STATES
BNP,Bannu,Bannu,PAKISTAN
BNQ,Baganga,Baganga,PHILIPPINES
BNR,Banfora,Banfora,BURKINA FASO
BNS,Barinas,Barinas,VENEZUELA
BNT,Bundi,Bundi,PAPUA NEW GUINEA
BNU,Blumenau,Blumenau,BRAZIL
BNV,Boana,Boana,PAPUA NEW GUINEA
BNW,Boone,Boone,UNITED STATES
BNX,Banja Luka,Banja Luka,BOSNIA AND HERZEGOVINA
BNY,Bellona,Bellona,SOLOMON ISLANDS
BNZ,Banz,Banz,PAPUA NEW GUINEA
BOA,Boma,Boma,CONGO
BOB,Motu-mute,Bora Bora,FRENCH POLYNESIA
BOC,Bocas Del Toro,Bocas Del Toro,PANAMA
BOD,Bordeaux Airport,Bordeaux,FRANCE
BOE,Boundji,Boundji,CONGO
BOF,Bolling AFB,Washington,UNITED STATES
BOG,Eldorado,Bogota,COLOMBIA
BOH,Bournemouth International,Bournemouth,UNITED KINGDOM
BOI,Air Term. (Gowen Fld),Boise,UNITED STATES
BOJ,Bourgas,Bourgas,BULGARIA
BOK,Brookings State,Brookings,UNITED STATES
BOL,Bally Kelly,Bally Kelly,UNITED KINGDOM
BOM,Mumbai,Mumbai,INDIA
BON,Flamingo International,Bonaire,NETHERLANDS ANTILLES
BOO,Bodo,Bodo,NORWAY
BOP,Bouar,Bouar,CENTRAL AFRICAN REPUBLIC
BOQ,Boku,Boku,PAPUA NEW GUINEA
BOR,Fontaine,Belfort,FRANCE
BOS,Boston Metropolitan Area,Boston,UNITED STATES
BOT,Boset,Boset,PAPUA NEW GUINEA
BOU,Bourges,Bourges,FRANCE
BOV,Boang,Boang,PAPUA NEW GUINEA
BOW,Bartow,Bartow,UNITED STATES
BOX,Borroloola,Borroloola,AUSTRALIA
BOY,Borgo,Bobo Dioulasso,BURKINA FASO
BOZ,Bozoum,Bozoum,CENTRAL AFRICAN REPUBLIC
BPA,Grumman,Bethpage,UNITED STATES
BPB,Boridi,Boridi,PAPUA NEW GUINEA
BPC,Bamenda,Bamenda,CAMEROON
BPD,Bapi,Bapi,PAPUA NEW GUINEA
BPE,Bagan,Bagan,MYANMAR
BPG,Barra Do Garcas,Barra Do Garcas,BRAZIL
BPH,Bislig,Bislig,PHILIPPINES
BPI,Big Piney-marbleton,Big Piney,UNITED STATES
BPN,Sepingan,Balikpapan,INDONESIA
BPS,Porto Seguro,Porto Seguro,BRAZIL
BPT,Jefferson County,Beaumont,UNITED STATES
BPU,Beppu,Beppu,JAPAN
BPX,Bangda,Bangda,CHINA
BPY,Besalampy,Besalampy,MADAGASCAR
BQA,Baler,Baler,PHILIPPINES
BQB,Bussellton Airport,Bussellton,AUSTRALIA
BQE,Bubaque,Bubaque,GUINEA-BISSAU
BQH,London Biggin Hill,London Biggin Hill,UNITED KINGDOM
BQI,Bagani,Bagani,NAMIBIA
BQK,Glynco Jetport,Brunswick,UNITED STATES
BQL,Boulia,Boulia,AUSTRALIA
BQN,Borinquen,Aguadilla,PUERTO RICO
BQO,Bouna,Bouna,COTE D'IVOIRE
BQQ,Barra,Barra,BRAZIL
BQS,Blagoveschensk,Blagoveschensk,RUSSIAN FEDERATION
BQT,Brest,Brest,RUSSIAN FEDERATION
BQV,Bartlett SPB,Gustavus,UNITED STATES
BQW,Balgo Hills,Balgo Hills,AUSTRALIA
BRA,Barreiras,Barreiras,BRAZIL
BRB,Barreirinhas,Barreirinhas,BRAZIL
BRC,San Carlos De Bariloche International,San Carlos DeBariloche,ARGENTINA
BRD,Crow Wing County,Brainerd,UNITED STATES
BRE,Bremen,Bremen,GERMANY
BRF,Bradford,Bradford,UNITED KINGDOM
BRG,Whitesburg Municipal Airport,Whitesburg,UNITED STATES
BRH,Brahman,Brahman,PAPUA NEW GUINEA
BRI,Palese,Bari,ITALY
BRJ,Bright,Bright,AUSTRALIA
BRK,Bourke,Bourke,AUSTRALIA
BRL,Burlington,Burlington,UNITED STATES
BRM,Barquisimeto,Barquisimeto,VENEZUELA
BRN,Belp,Berne,SWITZERLAND
BRO,South Padre Is. Intl,Brownsville,UNITED STATES
BRP,Biaru,Biaru,PAPUA NEW GUINEA
BRQ,Turany,Brno,CZECH REPUBLIC
BRR,North Bay,Barra,UNITED KINGDOM
BRS,Bristol,Bristol,UNITED KINGDOM
BRT,Bathurst Island,Bathurst Island,AUSTRALIA
BRU,Brussels National,Brussels,BELGIUM
BRV,Bremerhaven,Bremerhaven,GERMANY
BRW,Barrow Metropolitan Area,Barrow,AUSTRALIA
BRX,Barahona,Barahona,DOMINICAN REPUBLIC
BRY,Samuels Field,Bardstown,UNITED STATES
BRZ,Borotou,Borotou,COTE D'IVOIRE
BSA,Bossaso,Bossaso,SOMALIA
BSB,Brasilia International,Brasilia,BRAZIL
BSC,Bahia Solano,Bahia Solano,COLOMBIA
BSD,Baoshan,Baoshan,CHINA
BSE,Sematan,Sematan,MALAYSIA
BSF,Bradshaw AAF,Pohakuloa,UNITED STATES
BSG,Bata,Bata,EQUATORIAL GUINEA
BSH,Brighton,Brighton,UNITED KINGDOM
BSI,Blairsville,Blairsville,UNITED STATES
BSJ,Bairnsdale,Bairnsdale,UNITED STATES
BSK,Biskra,Biskra,ALGERIA
BSL,EuroAirport Swiss,Bales/Mulhouse,SWITZERLAND
BSM,Austin-Bergstrom Int'l,Austin,UNITED STATES
BSN,Bossangoa,Bossangoa,CENTRAL AFRICAN REPUBLIC
BSO,Basco,Basco,PHILIPPINES
BSP,Bensbach,Bensbach,PAPUA NEW GUINEA
BSQ,Bisbee Municipal Arpt,Bisbee,UNITED STATES
BSR,Basra International,Basra,IRAQ
BSS,Balsas,Balsas,BRAZIL
BST,Bost,Bost,AFGHANISTAN
BSU,Basankusu,Basankusu,ZAIRE
BSV,Besakoa,Besakoa,PAPUA NEW GUINEA
BSW,Boswell Bay,Boswell Bay,UNITED STATES
BSX,Bassein,Bassein,MYANMAR
BSY,Bardera,Bardera,SOMALIA
BSZ,Bartletts,Bartletts,UNITED STATES
BTA,Bertoua,Bertoua,CAMEROON
BTB,Betou,Betou,CONGO
BTC,Batticaloa,Batticaloa,SRI LANKA
BTD,Brunette Downs,Brunette Downs,AUSTRALIA
BTE,Bonthe,Bonthe,SIERRA LEONE
BTF,Salt Lake Skypark,Bountiful,UNITED STATES
BTG,Batangafo,Batangafo,CENTRAL AFRICAN REPUBLIC
BTH,Hang Nadim,Batam,INDONESIA
BTI,Barter Island LRRS,Barter Island,UNITED STATES
BTJ,Blang Bintang,Banda Aceh,INDONESIA
BTK,Bratsk,Bratsk,RUSSIAN FEDERATION
BTL,WK Kellogg Regional,Battle Creek,UNITED STATES
BTM,Butte,Butte,UNITED STATES
BTN,Bennettsville,Bennettsville,UNITED STATES
BTP,Butler County Airport,Butler,UNITED STATES
BTQ,Butare,Butare,RWANDA
BTR,Baton Rouge Metropolitan Area,Baton Rouge,UNITED STATES
BTS,Bratislava Metropolitan Area,Bratislava,CZECH REPUBLIC
BTT,Bettles,Bettles,UNITED STATES
BTU,Bintulu,Bintulu,MALAYSIA
BTV,Burlington International,Burlington,UNITED STATES
BTW,Batu Licin,Batu Licin,INDONESIA
BTX,Betoota,Betoota,AUSTRALIA
BTY,Beatty,Beatty,UNITED STATES
BTZ,Bursa,Bursa,TURKEY
BUA,Buka,Buka,PAPUA NEW GUINEA
BUB,BurwellCram Field,Burwell,UNITED STATES
BUC,Burketown,Burketown,AUSTRALIA
BUD,Ferihegy,Budapest,HUNGARY
BUE,Buenos Aires Metropolitan Area,Buenos Aires,ARGENTINA
BUF,Greater Buffalo International,Buffalo,UNITED STATES
BUG,Gen V Deslandes,Benguela,ANGOLA
BUH,Bucharest Metropolitan Area,Bucharest,ROMANIA
BUI,Bokondini,Bokondini,INDONESIA
BUJ,Ain Eddis,Boussaada,ALGERIA
BUK,Albuq,Albuq,YEMEN
BUL,Bulolo,Bulolo,PAPUA NEW GUINEA
BUM,Butler,Butler,UNITED STATES
BUN,Buenaventura,Buenaventura,COLOMBIA
BUO,Burao,Burao,SOMALIA
BUP,Bhatinda,Bhatinda,INDIA
BUQ,Bulawayo,Bulawayo,ZIMBABWE
BUR,Burbank,Burbank,UNITED STATES
BUS,Batumi,Batumi,RUSSIAN FEDERATION
BUT,Burtonwood,Burtonwood,UNITED KINGDOM
BUU,Buyo,Buyo,COTE D'IVOIRE
BUV,Bella Union,Bella Union,URUGUAY
BUW,Bau Bau,Buton Babau,INDONESIA
BUX,Bunia,Bunia,ZAIRE
BUY,Bunbury,Bunbury,AUSTRALIA
BUZ,Bushehr,Bushehr,IRAN (ISLAMIC REPUBLIC OF)
BVA,Beauvais-Tille Airport,Paris,FRANCE
BVB,Boa Vista,Boa Vista,BRAZIL
BVC,Rabil,Boa Vista,CAPE VERDE
BVD,Sea Port,Beaver Inlet,UNITED STATES
BVE,Laroche,Brive-La-Gaillarde,FRANCE
BVF,Dama,Bua,FIJI
BVG,Berlevag,Berlevag,NORWAY
BVH,Vilhena,Vilhena,BRAZIL
BVI,Birdsville,Birdsville,AUSTRALIA
BVK,Huacaraje,Huacaraje,BOLIVIA
